Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
315,1,9.940000000000001,1,1,1,111
248,2,24.77,2,3,3,233
310,1,3.82,1,1,1,111
191,1,11.93,2,1,2,212
274,2,2.81,1,3,1,131
275,1,85.2,1,1,4,114
12,3,20.209999999999997,4,3,2,432
68,8,77.67,3,4,4,344
5,14,475.75,4,4,4,444
360,1,9.35,1,1,1,111
298,2,15.78,1,3,2,132
137,2,47.269999999999996,3,3,3,333
215,1,7.43,2,1,1,211
277,2,33.44,1,3,3,133
160,3,69.49,2,3,4,234
199,2,78.54,2,3,4,234
211,2,29.16,2,3,3,233
343,1,2.13,1,1,1,111
233,1,6.81,2,1,1,211
309,2,23.77,1,3,2,132
98,1,12.25,3,1,2,312
347,1,14.899999999999999,1,1,2,112
272,1,20.93,2,1,2,212
127,1,2.19,3,1,1,311
292,1,10.0,1,1,1,111
255,4,50.66,2,4,3,243
70,3,31.03,3,3,3,333
362,1,5.79,1,1,1,111
323,3,17.56,1,3,2,132
264,1,35.5,2,1,3,213
175,1,9.61,2,1,1,211
323,1,32.47,1,1,3,113
352,1,17.14,1,1,2,112
315,3,38.41,1,3,3,133
281,2,23.93,1,3,3,133
298,1,15.63,1,1,2,112
316,1,9.23,1,1,1,111
326,2,220.9,1,3,4,134
254,1,6.87,2,1,1,211
363,1,30.87,1,1,3,113
72,2,44.62,3,3,3,333
21,1,8.65,4,1,1,411
288,1,41.239999999999995,1,1,3,113
171,1,55.33,2,1,3,213
232,1,16.3,2,1,2,212
285,1,12.18,1,1,2,112
94,1,9.54,3,1,1,311
306,1,11.93,1,1,2,112
236,1,14.31,2,1,2,212
277,1,13.68,1,1,2,112
254,3,15.59,2,3,2,232
195,1,76.64,2,1,4,214
293,3,62.879999999999995,1,3,3,133
282,1,7.57,1,1,1,111
262,1,118.71000000000001,2,1,4,214
303,1,9.06,1,1,1,111
268,1,5.5,2,1,1,211
283,1,10.57,1,1,2,112
150,1,11.08,3,1,2,312
249,1,5.73,2,1,1,211
217,1,27.12,2,1,3,213
307,2,53.4,1,3,3,133
119,3,25.14,3,3,3,333
286,1,80.30000000000001,1,1,4,114
323,1,6.68,1,1,1,111
260,2,26.93,2,3,3,233
141,1,235.91,3,1,4,314
309,5,114.17,1,4,4,144
257,1,283.09,2,1,4,214
311,1,7.12,1,1,1,111
281,1,5.8,1,1,1,111
204,1,4.3,2,1,1,211
264,2,41.86,2,3,3,233
272,2,16.17,2,3,2,232
332,1,11.5,1,1,2,112
322,1,13.75,1,1,2,112
123,2,20.189999999999998,3,3,2,332
284,2,21.05,1,3,2,132
252,2,26.03,2,3,3,233
232,2,6.03,2,3,1,231
325,2,23.86,1,3,3,133
333,2,32.32,1,3,3,133
267,2,18.01,2,3,2,232
327,1,17.48,1,1,2,112
272,1,55.18000000000001,2,1,3,213
316,1,6.75,1,1,1,111
178,2,28.71,2,3,3,233
277,1,36.55,1,1,3,113
269,2,59.82,2,3,3,233
78,3,16.33,3,3,2,332
127,1,51.13,3,1,3,313
309,2,60.51,1,3,3,133
307,2,10.31,1,3,2,132
306,1,30.67,1,1,3,113
205,1,16.130000000000003,2,1,2,212
292,1,65.04,1,1,4,114
273,3,17.24,1,3,2,132
132,1,5.37,3,1,1,311
315,1,6.62,1,1,1,111
313,1,10.77,1,1,2,112
276,1,11.579999999999998,1,1,2,112
333,2,12.879999999999999,1,3,2,132
267,2,19.3,2,3,2,232
292,8,375.96000000000004,1,4,4,144
166,1,22.38,2,1,2,212
364,1,12.120000000000001,1,1,2,112
277,1,6.9399999999999995,1,1,1,111
111,1,7.37,3,1,1,311
319,2,47.61,1,3,3,133
132,1,2.31,3,1,1,311
236,1,1.77,2,1,1,211
283,1,14.88,1,1,2,112
205,1,14.75,2,1,2,212
230,4,249.52,2,4,4,244
284,1,2.06,1,1,1,111
299,2,58.91,1,3,3,133
357,1,1.36,1,1,1,111
266,1,25.509999999999998,2,1,3,213
240,1,3.25,2,1,1,211
331,1,3.13,1,1,1,111
243,1,4.94,2,1,1,211
316,1,10.67,1,1,2,112
185,4,25.31,2,4,3,243
277,1,21.56,1,1,2,112
307,1,6.46,1,1,1,111
156,6,51.9,2,4,3,243
352,1,17.26,1,1,2,112
230,2,10.71,2,3,2,232
206,1,15.96,2,1,2,212
339,1,1.84,1,1,1,111
353,1,8.56,1,1,1,111
284,1,17.61,1,1,2,112
257,1,7.75,2,1,1,211
330,2,47.71,1,3,3,133
278,1,29.53,1,1,3,113
316,1,29.11,1,1,3,113
152,2,8.78,2,3,1,231
342,1,20.98,1,1,2,112
323,1,2.33,1,1,1,111
348,1,11.95,1,1,2,112
351,1,5.79,1,1,1,111
11,1,29.5,4,1,3,413
102,2,18.86,3,3,2,332
257,1,4.38,2,1,1,211
345,1,13.43,1,1,2,112
195,1,26.32,2,1,3,213
129,1,149.87,3,1,4,314
323,1,10.98,1,1,2,112
260,1,74.04,2,1,4,214
324,1,28.990000000000002,1,1,3,113
267,1,19.22,2,1,2,212
230,1,2.33,2,1,1,211
11,4,89.33,4,4,4,444
350,1,6.07,1,1,1,111
193,1,6.7,2,1,1,211
360,1,21.32,1,1,2,112
16,2,19.0,4,3,2,432
258,1,78.46,2,1,4,214
305,2,29.560000000000002,1,3,3,133
62,1,23.0,3,1,2,312
268,1,27.12,2,1,3,213
227,1,10.49,2,1,2,212
327,1,22.78,1,1,2,112
103,1,4.1,3,1,1,311
334,1,28.5,1,1,3,113
115,3,38.36,3,3,3,333
196,3,7.9399999999999995,2,3,1,231
281,1,4.91,1,1,1,111
305,1,6.5,1,1,1,111
343,1,3.68,1,1,1,111
271,7,95.49000000000001,2,4,4,244
290,1,3.81,1,1,1,111
324,1,22.81,1,1,2,112
297,1,26.55,1,1,3,113
309,1,6.82,1,1,1,111
267,5,33.64,2,4,3,243
243,1,6.5,2,1,1,211
294,2,20.2,1,3,2,132
360,1,7.43,1,1,1,111
348,1,62.78,1,1,3,113
260,2,28.79,2,3,3,233
214,1,31.990000000000002,2,1,3,213
119,4,38.02,3,4,3,343
288,2,35.29,1,3,3,133
214,1,27.13,2,1,3,213
281,4,43.05,1,4,3,143
170,1,13.32,2,1,2,212
295,1,11.629999999999999,1,1,2,112
306,1,8.12,1,1,1,111
196,1,4.98,2,1,1,211
151,2,26.04,2,3,3,233
307,1,12.48,1,1,2,112
211,1,5.79,2,1,1,211
211,8,163.74,2,4,4,244
296,1,10.7,1,1,2,112
245,3,41.42,2,3,3,233
283,1,20.31,1,1,2,112
260,2,26.96,2,3,3,233
300,1,3.56,1,1,1,111
241,3,49.99,2,3,3,233
354,1,10.3,1,1,2,112
345,1,7.550000000000001,1,1,1,111
348,1,8.18,1,1,1,111
198,2,12.31,2,3,2,232
251,1,5.38,2,1,1,211
339,1,11.19,1,1,2,112
346,1,30.94,1,1,3,113
230,3,81.4,2,3,4,234
177,1,8.13,2,1,1,211
176,1,57.43,2,1,3,213
251,1,14.86,2,1,2,212
286,4,176.51,1,4,4,144
358,1,67.72,1,1,4,114
223,3,45.11,2,3,3,233
359,1,13.920000000000002,1,1,2,112
311,1,11.65,1,1,2,112
276,2,17.38,1,3,2,132
94,1,5.32,3,1,1,311
121,1,22.14,3,1,2,312
291,1,14.88,1,1,2,112
233,1,6.75,2,1,1,211
252,1,32.23,2,1,3,213
203,2,22.759999999999998,2,3,2,232
185,3,45.55,2,3,3,233
289,1,6.75,1,1,1,111
227,2,12.559999999999999,2,3,2,232
183,1,19.27,2,1,2,212
339,2,16.09,1,3,2,132
193,5,194.71,2,4,4,244
297,1,162.36,1,1,4,114
1,1,50.11,4,1,3,413
197,1,5.12,2,1,1,211
313,1,9.05,1,1,1,111
101,5,75.72,3,4,4,344
250,1,31.38,2,1,3,213
312,1,5.12,1,1,1,111
358,1,5.38,1,1,1,111
205,1,9.11,2,1,1,211
334,1,6.75,1,1,1,111
337,1,6.81,1,1,1,111
229,1,12.0,2,1,2,212
106,1,3.22,3,1,1,311
298,2,48.879999999999995,1,3,3,133
266,1,3.13,2,1,1,211
349,1,18.44,1,1,2,112
317,1,2.25,1,1,1,111
306,2,41.64,1,3,3,133
111,1,8.870000000000001,3,1,1,311
257,2,7.64,2,3,1,231
187,1,7.88,2,1,1,211
241,1,17.67,2,1,2,212
360,1,7.06,1,1,1,111
306,1,5.74,1,1,1,111
227,1,5.38,2,1,1,211
276,3,135.29,1,3,4,134
237,1,8.65,2,1,1,211
218,1,2.11,2,1,1,211
362,1,25.83,1,1,3,113
185,1,8.38,2,1,1,211
314,1,42.39,1,1,3,113
215,1,21.71,2,1,2,212
355,1,8.97,1,1,1,111
135,2,24.77,3,3,3,333
303,6,170.99,1,4,4,144
321,1,9.81,1,1,1,111
242,1,13.5,2,1,2,212
347,1,16.4,1,1,2,112
16,2,18.58,4,3,2,432
317,1,19.44,1,1,2,112
281,1,10.83,1,1,2,112
287,1,11.79,1,1,2,112
360,1,10.61,1,1,2,112
238,1,9.63,2,1,1,211
196,1,1.09,2,1,1,211
229,1,9.38,2,1,1,211
156,1,6.13,2,1,1,211
195,1,2.11,2,1,1,211
337,1,5.38,1,1,1,111
339,1,2.58,1,1,1,111
47,2,12.3,4,3,2,432
349,1,18.38,1,1,2,112
285,1,1.62,1,1,1,111
348,1,10.92,1,1,2,112
356,1,6.28,1,1,1,111
309,1,4.94,1,1,1,111
249,1,7.43,2,1,1,211
344,1,8.18,1,1,1,111
302,3,43.4,1,3,3,133
260,2,82.05999999999999,2,3,4,234
354,1,8.5,1,1,1,111
287,1,2.66,1,1,1,111
271,1,4.09,2,1,1,211
350,1,4.8,1,1,1,111
55,1,41.12,3,1,3,313
354,1,12.93,1,1,2,112
123,1,28.24,3,1,3,313
258,3,56.71,2,3,3,233
136,1,34.45,3,1,3,313
309,1,6.75,1,1,1,111
352,1,11.46,1,1,2,112
175,1,7.38,2,1,1,211
235,4,292.03000000000003,2,4,4,244
172,2,17.240000000000002,2,3,2,232
243,1,41.69,2,1,3,213
292,1,22.580000000000002,1,1,2,112
288,2,26.85,1,3,3,133
68,1,10.15,3,1,1,311
228,1,3.81,2,1,1,211
256,2,19.71,2,3,2,232
190,2,62.239999999999995,2,3,3,233
284,1,17.33,1,1,2,112
303,2,131.0,1,3,4,134
213,2,8.459999999999999,2,3,1,231
325,1,8.43,1,1,1,111
299,1,312.56,1,1,4,114
263,1,6.81,2,1,1,211
231,1,4.57,2,1,1,211
286,1,184.77,1,1,4,114
331,2,41.769999999999996,1,3,3,133
278,9,192.82999999999998,1,4,4,144
302,1,11.6,1,1,2,112
361,1,43.3,1,1,3,113
340,2,23.09,1,3,2,132
334,1,14.57,1,1,2,112
311,1,2.62,1,1,1,111
228,3,147.2,2,3,4,234
263,1,6.69,2,1,1,211
320,1,35.39,1,1,3,113
348,1,10.69,1,1,2,112
148,3,114.78,3,3,4,334
347,1,14.62,1,1,2,112
335,1,6.69,1,1,1,111
150,3,49.99,3,3,3,333
273,1,18.15,1,1,2,112
255,1,8.04,2,1,1,211
312,4,74.53999999999999,1,4,4,144
72,2,36.86,3,3,3,333
126,1,12.99,3,1,2,312
117,3,39.05,3,3,3,333
253,5,838.0500000000001,2,4,4,244
349,1,6.92,1,1,1,111
336,1,59.44,1,1,3,113
233,2,17.3,2,3,2,232
331,1,7.84,1,1,1,111
291,1,27.33,1,1,3,113
286,1,18.740000000000002,1,1,2,112
84,1,6.449999999999999,3,1,1,311
270,1,14.8,2,1,2,212
355,1,22.15,1,1,2,112
353,1,64.43,1,1,4,114
329,1,36.09,1,1,3,113
316,1,9.85,1,1,1,111
289,2,102.41,1,3,4,134
169,1,4.29,2,1,1,211
169,1,15.53,2,1,2,212
243,2,114.28,2,3,4,234
311,1,3.41,1,1,1,111
307,1,4.94,1,1,1,111
310,1,5.03,1,1,1,111
360,1,1.62,1,1,1,111
294,4,73.94,1,4,4,144
292,1,20.349999999999998,1,1,2,112
160,1,4.38,2,1,1,211
282,2,17.12,1,3,2,132
302,2,23.82,1,3,2,132
345,1,5.55,1,1,1,111
106,1,5.97,3,1,1,311
266,3,15.489999999999998,2,3,2,232
342,1,4.75,1,1,1,111
361,1,10.29,1,1,2,112
294,5,34.16,1,4,3,143
330,1,6.7,1,1,1,111
326,1,9.69,1,1,1,111
331,1,21.55,1,1,2,112
299,2,45.96,1,3,3,133
274,2,28.94,1,3,3,133
315,1,2.17,1,1,1,111
283,2,222.39000000000001,1,3,4,134
284,1,3.82,1,1,1,111
315,2,11.52,1,3,2,132
321,1,32.01,1,1,3,113
202,1,17.439999999999998,2,1,2,212
353,1,21.009999999999998,1,1,2,112
191,2,73.77,2,3,4,234
335,3,39.22,1,3,3,133
222,1,6.62,2,1,1,211
353,1,37.99,1,1,3,113
287,2,14.86,1,3,2,132
150,4,119.88000000000001,3,4,4,344
273,1,12.15,1,1,2,112
294,3,18.51,1,3,2,132
275,2,22.4,1,3,2,132
240,1,22.44,2,1,2,212
346,1,35.23,1,1,3,113
160,2,33.21,2,3,3,233
218,2,13.54,2,3,2,232
318,1,4.14,1,1,1,111
337,1,7.63,1,1,1,111
274,4,95.83,1,4,4,144
318,2,16.4,1,3,2,132
140,3,35.55,3,3,3,333
132,1,27.630000000000003,3,1,3,313
311,2,85.05,1,3,4,134
316,1,9.82,1,1,1,111
260,3,33.65,2,3,3,233
21,9,108.7,4,4,4,444
101,1,386.15,3,1,4,314
148,2,60.75,3,3,3,333
272,1,3.96,2,1,1,211
251,1,13.879999999999999,2,1,2,212
143,2,15.420000000000002,3,3,2,332
301,1,12.08,1,1,2,112
227,3,24.979999999999997,2,3,3,233
178,1,11.59,2,1,2,212
213,1,12.9,2,1,2,212
108,1,15.24,3,1,2,312
220,1,12.59,2,1,2,212
340,1,13.24,1,1,2,112
358,1,8.49,1,1,1,111
283,2,45.620000000000005,1,3,3,133
25,10,256.6,4,4,4,444
260,2,15.059999999999999,2,3,2,232
55,2,17.78,3,3,2,332
125,5,71.06,3,4,4,344
350,1,15.12,1,1,2,112
255,1,2.11,2,1,1,211
131,1,11.19,3,1,2,312
324,1,4.38,1,1,1,111
207,1,3.18,2,1,1,211
302,1,5.38,1,1,1,111
309,3,42.75,1,3,3,133
316,1,36.33,1,1,3,113
164,1,32.04,2,1,3,213
238,2,3.37,2,3,1,231
276,3,41.870000000000005,1,3,3,133
255,2,11.309999999999999,2,3,2,232
183,3,34.5,2,3,3,233
121,2,38.54,3,3,3,333
306,1,15.549999999999999,1,1,2,112
145,1,5.32,3,1,1,311
295,3,29.6,1,3,3,133
227,2,41.199999999999996,2,3,3,233
258,2,27.07,2,3,3,233
172,1,288.18,2,1,4,214
360,1,7.63,1,1,1,111
337,1,4.91,1,1,1,111
304,1,6.27,1,1,1,111
246,3,147.42000000000002,2,3,4,234
350,2,18.6,1,3,2,132
285,1,4.71,1,1,1,111
303,1,41.4,1,1,3,113
353,2,11.350000000000001,1,3,2,132
337,1,13.98,1,1,2,112
319,3,45.7,1,3,3,133
238,1,5.32,2,1,1,211
208,2,5.5,2,3,1,231
208,1,6.92,2,1,1,211
295,3,36.14,1,3,3,133
268,1,118.42999999999999,2,1,4,214
255,1,12.379999999999999,2,1,2,212
341,1,3.54,1,1,1,111
296,3,15.739999999999998,1,3,2,132
332,1,9.92,1,1,1,111
302,1,7.56,1,1,1,111
281,5,80.87,1,4,4,144
362,1,7.91,1,1,1,111
334,1,74.43,1,1,4,114
342,1,11.46,1,1,2,112
301,1,3.44,1,1,1,111
282,1,23.06,1,1,2,112
359,1,16.48,1,1,2,112
361,1,4.94,1,1,1,111
262,1,20.57,2,1,2,212
184,1,7.25,2,1,1,211
231,1,13.440000000000001,2,1,2,212
182,1,7.88,2,1,1,211
257,1,17.57,2,1,2,212
208,1,5.61,2,1,1,211
347,1,10.77,1,1,2,112
292,1,33.900000000000006,1,1,3,113
270,2,76.06,2,3,4,234
287,1,14.469999999999999,1,1,2,112
315,1,2.43,1,1,1,111
286,2,13.92,1,3,2,132
160,6,119.92,2,4,4,244
130,1,3.75,3,1,1,311
303,2,16.04,1,3,2,132
102,4,120.12,3,4,4,344
125,1,11.18,3,1,2,312
300,1,3.48,1,1,1,111
166,2,24.5,2,3,3,233
209,2,9.01,2,3,1,231
275,1,3.48,1,1,1,111
270,4,32.37,2,4,3,243
322,1,38.14,1,1,3,113
347,1,36.27,1,1,3,113
1,1,7.43,4,1,1,411
307,2,10.99,1,3,2,132
181,1,13.63,2,1,2,212
302,1,6.81,1,1,1,111
350,1,8.65,1,1,1,111
299,1,23.76,1,1,2,112
152,2,14.32,2,3,2,232
283,1,23.25,1,1,2,112
146,1,6.55,3,1,1,311
266,1,5.38,2,1,1,211
279,1,5.12,1,1,1,111
320,1,7.23,1,1,1,111
279,5,41.43,1,4,3,143
80,1,5.04,3,1,1,311
269,3,178.38,2,3,4,234
187,4,80.24,2,4,4,244
347,1,24.93,1,1,3,113
346,1,59.55,1,1,3,113
351,1,106.75,1,1,4,114
248,2,192.67000000000002,2,3,4,234
355,1,41.73,1,1,3,113
344,3,24.44,1,3,3,133
344,1,9.76,1,1,1,111
239,1,21.05,2,1,2,212
352,1,6.35,1,1,1,111
354,1,80.30999999999999,1,1,4,114
221,1,6.529999999999999,2,1,1,211
282,1,5.98,1,1,1,111
326,2,31.54,1,3,3,133
314,1,18.06,1,1,2,112
316,1,3.56,1,1,1,111
79,3,84.21,3,3,4,334
228,1,10.030000000000001,2,1,1,211
226,3,145.04,2,3,4,234
285,1,17.21,1,1,2,112
233,1,24.87,2,1,3,213
304,2,18.59,1,3,2,132
153,1,11.39,2,1,2,212
348,1,18.21,1,1,2,112
293,1,23.259999999999998,1,1,2,112
122,3,18.55,3,3,2,332
285,2,66.91,1,3,4,134
45,2,26.02,4,3,3,433
108,1,22.53,3,1,2,312
293,1,3.96,1,1,1,111
230,1,0.48,2,1,1,211
286,2,36.769999999999996,1,3,3,133
287,1,18.55,1,1,2,112
309,1,2.15,1,1,1,111
331,1,53.76,1,1,3,113
247,1,3.45,2,1,1,211
40,1,26.54,4,1,3,413
313,1,15.4,1,1,2,112
277,1,13.08,1,1,2,112
284,2,28.67,1,3,3,133
87,1,6.75,3,1,1,311
286,1,1.38,1,1,1,111
214,1,8.46,2,1,1,211
71,1,37.98,3,1,3,313
104,1,12.669999999999998,3,1,2,312
232,1,7.1,2,1,1,211
154,1,5.12,2,1,1,211
4,4,63.32,4,4,4,444
125,1,1.66,3,1,1,311
6,1,47.11,4,1,3,413
104,1,10.71,3,1,2,312
169,1,24.990000000000002,2,1,3,213
46,1,2.97,4,1,1,411
211,1,14.46,2,1,2,212
177,1,18.77,2,1,2,212
37,1,10.9,4,1,2,412
21,2,47.83,4,3,3,433
40,5,104.13,4,4,4,444
247,1,10.0,2,1,1,211
196,1,9.14,2,1,1,211
38,1,20.630000000000003,4,1,2,412
204,1,7.02,2,1,1,211
1,1,5.37,4,1,1,411
258,1,27.75,2,1,3,213
26,1,1.77,4,1,1,411
10,2,22.76,4,3,2,432
75,2,31.41,3,3,3,333
3,1,1.42,4,1,1,411
101,1,14.38,3,1,2,312
230,1,8.38,2,1,1,211
125,1,14.8,3,1,2,312
69,1,22.310000000000002,3,1,2,312
246,1,8.46,2,1,1,211
121,1,7.29,3,1,1,311
58,3,47.24,3,3,3,333
209,1,24.0,2,1,3,213
63,2,84.35,3,3,4,334
115,1,20.73,3,1,2,312
110,1,4.04,3,1,1,311
110,4,48.29,3,4,3,343
5,1,18.32,4,1,2,412
77,1,13.16,3,1,2,312
48,1,3.41,4,1,1,411
100,1,19.21,3,1,2,312
58,1,6.07,3,1,1,311
120,4,35.98,3,4,3,343
108,1,2.5,3,1,1,311
102,1,37.54,3,1,3,313
33,1,7.9,4,1,1,411
51,1,29.15,3,1,3,313
201,2,3.3,2,3,1,231
110,1,16.77,3,1,2,312
100,1,16.71,3,1,2,312
212,2,26.099999999999998,2,3,3,233
83,2,4.78,3,3,1,331
25,1,2.39,4,1,1,411
90,3,60.370000000000005,3,3,3,333
56,2,14.62,3,3,2,332
116,2,48.03,3,3,3,333
210,1,5.87,2,1,1,211
244,1,116.44,2,1,4,214
62,2,302.46000000000004,3,3,4,334
102,1,16.41,3,1,2,312
85,2,33.63,3,3,3,333
205,1,10.39,2,1,2,212
83,1,10.27,3,1,2,312
101,1,98.00999999999999,3,1,4,314
10,1,64.11,4,1,4,414
196,1,8.87,2,1,1,211
99,2,73.35000000000001,3,3,4,334
71,1,11.69,3,1,2,312
39,1,36.019999999999996,4,1,3,413
157,2,25.79,2,3,3,233
169,1,17.66,2,1,2,212
44,4,51.64,4,4,3,443
53,1,20.64,3,1,2,312
13,4,111.72,4,4,4,444
182,1,6.13,2,1,1,211
229,1,22.18,2,1,2,212
86,1,4.98,3,1,1,311
3,5,107.4,4,4,4,444
198,1,31.21,2,1,3,213
17,7,316.92,4,4,4,444
24,5,131.47,4,4,4,444
100,1,12.04,3,1,2,312
23,1,2.75,4,1,1,411
80,2,134.41,3,3,4,334
84,1,9.69,3,1,1,311
89,1,15.379999999999999,3,1,2,312
122,2,67.86,3,3,4,334
54,3,12.7,3,3,2,332
23,8,162.94,4,4,4,444
54,6,167.43,3,4,4,344
154,2,50.11,2,3,3,233
75,1,11.19,3,1,2,312
57,2,23.64,3,3,2,332
155,1,10.23,2,1,2,212
16,5,184.16,4,4,4,444
123,1,6.24,3,1,1,311
139,1,16.580000000000002,3,1,2,312
60,2,12.760000000000002,3,3,2,332
36,1,30.12,4,1,3,413
138,1,64.5,3,1,4,314
5,2,35.12,4,3,3,433
12,3,48.9,4,3,3,433
111,2,60.0,3,3,3,333
25,1,2.11,4,1,1,411
61,3,36.86,3,3,3,333
14,2,23.35,4,3,2,432
141,1,7.43,3,1,1,311
79,2,15.02,3,3,2,332
21,3,22.21,4,3,2,432
18,2,54.97,4,3,3,433
30,1,20.47,4,1,2,412
27,1,8.85,4,1,1,411
134,1,53.03,3,1,3,313
32,1,5.18,4,1,1,411
86,1,11.05,3,1,2,312
86,1,8.32,3,1,1,311
124,1,6.62,3,1,1,311
218,1,19.18,2,1,2,212
55,3,42.269999999999996,3,3,3,333
41,1,13.42,4,1,2,412
30,2,37.879999999999995,4,3,3,433
118,2,21.35,3,3,2,332
209,1,3.13,2,1,1,211
220,1,35.72,2,1,3,213
15,4,55.91,4,4,3,443
16,7,462.64,4,4,4,444
1,1,8.92,4,1,1,411
21,1,7.77,4,1,1,411
86,1,20.09,3,1,2,312
44,1,14.27,4,1,2,412
5,3,51.9,4,3,3,433
29,2,43.51,4,3,3,433
46,1,24.04,4,1,3,413
58,1,2.19,3,1,1,311
117,1,1.75,3,1,1,311
151,1,3.44,2,1,1,211
192,1,43.949999999999996,2,1,3,213
80,1,25.85,3,1,3,313
26,1,25.36,4,1,3,413
3,2,25.23,4,3,3,433
98,1,11.04,3,1,2,312
9,1,7.23,4,1,1,411
131,1,21.32,3,1,2,312
141,1,10.89,3,1,2,312
70,2,77.38,3,3,4,334
30,3,36.45,4,3,3,433
25,4,68.25,4,4,4,444
22,1,121.38,4,1,4,414
194,2,22.16,2,3,2,232
195,1,4.5,2,1,1,211
48,1,5.93,4,1,1,411
214,1,10.62,2,1,2,212
233,1,27.13,2,1,3,213
20,3,38.88,4,3,3,433
109,1,7.15,3,1,1,311
39,2,51.629999999999995,4,3,3,433
27,1,2.13,4,1,1,411
199,1,7.359999999999999,2,1,1,211
139,1,34.300000000000004,3,1,3,313
96,1,34.47,3,1,3,313
100,1,15.8,3,1,2,312
103,7,187.5,3,4,4,344
144,1,29.8,3,1,3,313
177,1,13.91,2,1,2,212
44,3,37.660000000000004,4,3,3,433
153,1,33.96,2,1,3,213
148,1,5.79,3,1,1,311
91,1,8.79,3,1,1,311
35,1,19.44,4,1,2,412
153,1,11.19,2,1,2,212
50,4,25.29,3,4,3,343
200,1,25.84,2,1,3,213
96,1,7.15,3,1,1,311
143,1,29.91,3,1,3,313
129,1,16.29,3,1,2,312
22,1,7.29,4,1,1,411
95,1,21.68,3,1,2,312
53,1,32.45,3,1,3,313
104,5,133.31,3,4,4,344
103,1,5.38,3,1,1,311
16,10,434.40999999999997,4,4,4,444
60,1,32.78,3,1,3,313
32,4,42.68,4,4,3,443
212,1,17.12,2,1,2,212
37,1,40.06,4,1,3,413
86,1,9.48,3,1,1,311
69,1,4.44,3,1,1,311
13,5,90.58,4,4,4,444
54,4,78.76,3,4,4,344
209,1,2.37,2,1,1,211
12,4,111.35000000000001,4,4,4,444
10,6,84.26,4,4,4,444
11,1,35.37,4,1,3,413
84,3,53.88,3,3,3,333
14,2,6.8100000000000005,4,3,1,431
31,1,5.32,4,1,1,411
199,2,26.240000000000002,2,3,3,233
26,1,15.059999999999999,4,1,2,412
100,1,9.93,3,1,1,311
31,1,37.99,4,1,3,413
43,1,1.58,4,1,1,411
25,1,6.54,4,1,1,411
33,2,32.19,4,3,3,433
83,1,10.37,3,1,2,312
20,1,16.02,4,1,2,412
23,1,6.75,4,1,1,411
208,1,5.04,2,1,1,211
99,3,25.62,3,3,3,333
12,4,82.21,4,4,4,444
89,1,40.89,3,1,3,313
34,2,11.940000000000001,4,3,2,432
2,5,85.32000000000001,4,4,4,444
20,6,90.92,4,4,4,444
69,1,11.86,3,1,2,312
215,1,7.43,2,1,1,211
210,1,1.77,2,1,1,211
93,1,28.549999999999997,3,1,3,313
108,2,57.75,3,3,3,333
34,1,7.43,4,1,1,411
50,1,29.99,3,1,3,313
150,1,5.29,3,1,1,311
78,1,24.130000000000003,3,1,3,313
23,4,61.980000000000004,4,4,3,443
33,5,47.19,4,4,3,443
152,2,28.87,2,3,3,233
191,1,1.38,2,1,1,211
212,2,23.98,2,3,3,233
13,1,6.3,4,1,1,411
12,1,8.91,4,1,1,411
216,1,11.19,2,1,2,212
183,2,210.9,2,3,4,234
169,1,11.36,2,1,2,212
181,2,57.41,2,3,3,233
170,2,8.25,2,3,1,231
66,2,14.98,3,3,2,332
14,1,7.6899999999999995,4,1,1,411
232,1,28.58,2,1,3,213
115,1,12.51,3,1,2,312
5,3,34.809999999999995,4,3,3,433
95,2,9.379999999999999,3,3,1,331
127,1,14.88,3,1,2,312
60,1,2.43,3,1,1,311
55,1,15.68,3,1,2,312
114,1,14.42,3,1,2,312
12,2,30.82,4,3,3,433
18,2,37.14,4,3,3,433
74,1,21.74,3,1,2,312
20,2,24.310000000000002,4,3,3,433
125,1,29.18,3,1,3,313
16,1,2.11,4,1,1,411
30,4,61.9,4,4,3,443
84,1,8.65,3,1,1,311
120,2,24.27,3,3,3,333
116,1,6.55,3,1,1,311
106,1,7.02,3,1,1,311
48,1,30.96,4,1,3,413
174,2,22.93,2,3,2,232
187,1,4.359999999999999,2,1,1,211
109,1,12.870000000000001,3,1,2,312
29,3,269.53999999999996,4,3,4,434
20,1,30.0,4,1,3,413
99,2,10.41,3,3,2,332
78,1,1.24,3,1,1,311
58,6,590.04,3,4,4,344
203,1,5.04,2,1,1,211
202,1,8.72,2,1,1,211
153,2,27.950000000000003,2,3,3,233
30,2,10.76,4,3,2,432
37,1,5.43,4,1,1,411
119,1,5.94,3,1,1,311
133,8,44.95,3,4,3,343
88,8,46.88,3,4,3,343
249,1,15.64,2,1,2,212
9,4,88.43,4,4,4,444
249,1,7.23,2,1,1,211
249,1,4.29,2,1,1,211
65,5,165.75,3,4,4,344
59,5,65.01,3,4,4,344
186,2,222.79999999999998,2,3,4,234
16,2,42.93,4,3,3,433
55,8,144.31,3,4,4,344
232,1,16.299999999999997,2,1,2,212
241,1,13.579999999999998,2,1,2,212
32,4,108.04,4,4,4,444
59,10,217.01,3,4,4,344
35,6,75.46000000000001,4,4,4,444
100,2,103.74000000000001,3,3,4,334
233,2,10.75,2,3,2,232
62,5,184.84,3,4,4,344
