customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
10086,12,10,249.63,4,4,4,444
10087,2,5,75.52000000000001,4,4,4,444
10088,56,7,106.4,3,4,4,344
10089,31,10,97.03,4,4,4,444
10090,105,3,51.88,3,3,3,333
10091,42,4,56.31,4,4,3,443
10092,17,3,95.48,4,3,4,434
10093,106,4,161.95999999999998,3,4,4,344
10094,18,3,89.9,4,3,4,434
10095,64,4,55.47,3,4,3,343
10096,244,1,2.39,2,1,1,211
10097,9,4,90.50999999999999,4,4,4,444
10098,75,2,12.61,3,3,2,332
10099,244,1,6.029999999999999,2,1,1,211
10100,244,1,7.23,2,1,1,211
10101,13,17,244.46,4,4,4,444
10102,220,2,9.43,2,3,1,231
10103,244,1,12.05,2,1,2,212
10104,2,4,102.63,4,4,4,444
10105,32,5,382.19,4,4,4,444
10106,90,3,56.85,3,3,3,333
10107,98,5,99.31,3,4,4,344
10108,191,4,57.650000000000006,2,4,3,243
10109,54,4,64.33,3,4,4,344
10110,92,2,30.71,3,3,3,333
10111,241,2,196.68,2,3,4,234
10112,3,18,264.68,4,4,4,444
10113,244,1,6.06,2,1,1,211
10114,11,15,316.86,4,4,4,444
10115,2,3,37.6,4,3,3,433
10116,244,1,10.91,2,1,2,212
10117,71,6,74.98,3,4,4,344
10118,5,10,151.38,4,4,4,444
10119,39,13,165.53,4,4,4,444
10120,244,1,14.25,2,1,2,212
10121,136,2,24.98,3,3,3,333
10122,167,3,37.510000000000005,2,3,3,233
10123,59,4,80.47,3,4,4,344
10124,231,2,4.92,2,3,1,231
10125,2,6,78.23,4,4,4,444
10126,32,7,137.71,4,4,4,444
10127,156,2,62.06,2,3,3,233
10128,245,1,8.69,2,1,1,211
10129,211,1,22.77,2,1,2,212
10130,17,3,23.599999999999998,4,3,2,432
10131,246,1,9.4,2,1,1,211
10132,36,3,15.82,4,3,2,432
10133,179,3,36.62,2,3,3,233
10134,1,28,252.38,4,4,4,444
10135,11,13,144.75,4,4,4,444
10136,167,2,50.38,2,3,3,233
10137,38,10,122.83,4,4,4,444
10138,246,1,14.6,2,1,2,212
10139,246,1,4.44,2,1,1,211
10140,1,3,13.190000000000001,4,3,2,432
10141,82,4,33.91,3,4,3,343
10142,121,3,206.6,3,3,4,334
10143,246,1,10.57,2,1,2,212
10144,128,2,20.23,3,3,2,332
10145,15,8,927.88,4,4,4,444
10146,83,5,51.63,3,4,3,343
10147,156,4,65.72,2,4,4,244
10148,56,3,37.69,3,3,3,333
10149,15,10,106.82000000000001,4,4,4,444
10150,15,4,26.490000000000002,4,4,3,443
10151,22,6,76.53,4,4,4,444
10152,246,1,8.6,2,1,1,211
10153,107,5,66.59,3,4,4,344
10154,143,3,112.16,3,3,4,334
10155,120,6,76.43,3,4,4,344
10156,30,10,163.45,4,4,4,444
10157,69,5,469.42,3,4,4,344
10158,110,2,10.129999999999999,3,3,1,331
10159,246,1,34.129999999999995,2,1,3,213
10160,36,6,205.15,4,4,4,444
10161,246,1,7.23,2,1,1,211
10162,32,4,50.31,4,4,3,443
10163,71,4,52.730000000000004,3,4,3,343
10164,150,3,30.68,3,3,3,333
10165,2,9,213.23000000000002,4,4,4,444
10166,15,5,78.25,4,4,4,444
10167,229,1,18.900000000000002,2,1,2,212
10168,203,1,18.42,2,1,2,212
10169,247,1,424.63,2,1,4,214
10170,1,8,428.66,4,4,4,444
10171,26,12,61.49,4,4,3,443
10172,38,3,71.15,4,3,4,434
10173,117,3,36.82,3,3,3,333
10174,13,4,67.1,4,4,4,444
10175,3,5,345.53,4,4,4,444
10176,102,2,20.04,3,3,2,332
10177,165,2,21.939999999999998,2,3,2,232
10178,172,5,242.19,2,4,4,244
10179,12,3,8.15,4,3,1,431
10180,247,1,3.46,2,1,1,211
10181,30,6,211.73,4,4,4,444
10182,14,13,291.66,4,4,4,444
10183,89,1,4.29,3,1,1,311
10184,10,20,481.26,4,4,4,444
10185,233,2,14.829999999999998,2,3,2,232
10186,30,6,28.02,4,4,3,443
10187,247,1,4.5,2,1,1,211
10188,24,6,80.5,4,4,4,444
10189,123,5,46.93,3,4,3,343
10190,118,1,9.06,3,1,1,311
10191,50,1,19.63,3,1,2,312
10192,247,1,12.8,2,1,2,212
10193,93,2,114.36,3,3,4,334
10194,9,5,173.2,4,4,4,444
10195,43,5,89.25,4,4,4,444
10196,170,3,218.65,2,3,4,234
10197,72,5,56.54,3,4,3,343
10198,127,4,403.04,3,4,4,344
10199,247,1,157.64,2,1,4,214
10200,185,3,44.400000000000006,2,3,3,233
10201,247,1,21.25,2,1,2,212
10202,187,2,14.03,2,3,2,232
10203,30,4,74.50999999999999,4,4,4,444
10204,234,1,29.68,2,1,3,213
10205,39,4,38.32,4,4,3,443
10206,132,2,51.349999999999994,3,3,3,333
10207,79,1,11.38,3,1,2,312
10208,17,3,138.2,4,3,4,434
10209,229,1,4.09,2,1,1,211
10210,47,1,6.87,4,1,1,411
10211,35,4,105.8,4,4,4,444
10212,51,6,84.12,3,4,4,344
10213,72,4,124.0,3,4,4,344
10214,46,4,80.65,4,4,4,444
10215,54,4,51.05,3,4,3,343
10216,170,1,7.17,2,1,1,211
10217,141,2,15.82,3,3,2,332
10218,10,3,58.42,4,3,3,433
10219,108,2,28.09,3,3,3,333
10220,16,15,161.55,4,4,4,444
10221,1,15,328.34,4,4,4,444
10222,2,16,221.05,4,4,4,444
10223,32,6,98.56,4,4,4,444
10224,35,4,36.33,4,4,3,443
10225,248,1,8.05,2,1,1,211
10226,44,3,106.14000000000001,4,3,4,434
10227,182,3,48.870000000000005,2,3,3,233
10228,248,1,22.5,2,1,2,212
10229,113,3,30.82,3,3,3,333
10230,5,20,727.92,4,4,4,444
10231,16,3,27.69,4,3,3,433
10232,153,5,34.32,2,4,3,243
10233,31,13,111.08,4,4,4,444
10234,18,9,176.4,4,4,4,444
10235,32,14,213.4,4,4,4,444
10236,23,9,92.47,4,4,4,444
10237,45,5,126.37,4,4,4,444
10238,27,3,31.08,4,3,3,433
10239,81,4,69.68,3,4,4,344
10240,44,4,35.7,4,4,3,443
10241,15,2,38.79,4,3,3,433
10242,55,6,60.51,3,4,3,343
10243,248,1,14.8,2,1,2,212
10244,115,5,54.05,3,4,3,343
10245,53,2,24.25,3,3,3,333
10246,3,5,61.65,4,4,3,443
10247,5,4,16.85,4,4,2,442
10248,23,10,211.99,4,4,4,444
10249,3,2,22.89,4,3,2,432
10250,15,1,2.17,4,1,1,411
10251,24,21,652.77,4,4,4,444
10252,35,2,13.36,4,3,2,432
10253,2,5,124.57,4,4,4,444
10254,107,1,7.9,3,1,1,311
10255,26,6,141.35999999999999,4,4,4,444
10256,164,2,14.86,2,3,2,232
10257,105,3,26.63,3,3,3,333
10258,249,1,6.68,2,1,1,211
10259,249,2,24.07,2,3,3,233
10260,171,2,6.75,2,3,1,231
10261,109,1,6.25,3,1,1,311
10262,25,15,332.47999999999996,4,4,4,444
10263,33,10,281.59,4,4,4,444
10264,3,15,835.9399999999999,4,4,4,444
10265,15,6,226.91,4,4,4,444
10266,123,5,105.45,3,4,4,344
10267,68,2,356.75,3,3,4,334
10268,10,11,129.83,4,4,4,444
10269,39,5,206.75,4,4,4,444
10270,52,2,38.36,3,3,3,333
10271,3,17,379.07,4,4,4,444
10272,13,6,202.07999999999998,4,4,4,444
10273,249,1,6.07,2,1,1,211
10274,249,1,11.69,2,1,2,212
10275,10,3,57.099999999999994,4,3,3,433
10276,5,19,173.99,4,4,4,444
10277,73,2,108.98,3,3,4,334
10278,249,1,4.91,2,1,1,211
10279,9,7,113.28,4,4,4,444
10280,17,6,362.56,4,4,4,444
10281,61,3,15.23,3,3,2,332
10282,68,3,21.130000000000003,3,3,2,332
10283,106,3,26.84,3,3,3,333
10284,193,2,9.35,2,3,1,231
10285,51,1,18.0,3,1,2,312
10286,34,4,24.869999999999997,4,4,3,443
10287,115,3,110.95,3,3,4,334
10288,3,17,376.94,4,4,4,444
10289,100,1,28.73,3,1,3,313
10290,88,1,19.74,3,1,2,312
10291,10,2,46.14,4,3,3,433
10292,46,6,197.03,4,4,4,444
10293,213,1,16.63,2,1,2,212
10294,14,5,57.64,4,4,3,443
10295,203,1,11.04,2,1,2,212
10296,215,1,2.43,2,1,1,211
10297,12,12,329.03000000000003,4,4,4,444
10298,216,2,61.07,2,3,3,233
10299,94,1,4.77,3,1,1,311
10300,58,3,61.15,3,3,3,333
10301,152,1,6.81,2,1,1,211
10302,13,1,3.82,4,1,1,411
10303,44,3,109.72,4,3,4,434
10304,222,1,0.63,2,1,1,211
10305,49,3,53.82,3,3,3,333
10306,93,5,184.47,3,4,4,344
10307,66,3,104.8,3,3,4,334
10308,9,2,20.060000000000002,4,3,2,432
10309,20,5,95.82000000000001,4,4,4,444
10310,16,2,27.9,4,3,3,433
10311,61,2,10.04,3,3,1,331
10312,38,1,4.57,4,1,1,411
10313,39,2,23.92,4,3,3,433
10314,3,6,58.03,4,4,3,443
10315,39,1,9.12,4,1,1,411
10316,204,1,73.5,2,1,4,214
10317,100,1,1.77,3,1,1,311
10318,55,2,31.07,3,3,3,333
10319,38,7,322.39,4,4,4,444
10320,19,3,36.95,4,3,3,433
10321,19,1,7.44,4,1,1,411
10322,54,1,7.67,3,1,1,311
10323,184,1,30.71,2,1,3,213
10324,235,1,6.0,2,1,1,211
10325,27,1,8.73,4,1,1,411
10326,19,1,2.11,4,1,1,411
10327,39,13,110.69,4,4,4,444
10328,14,3,32.72,4,3,3,433
10329,41,4,49.76,4,4,3,443
10330,103,2,6.76,3,3,1,331
10331,79,1,17.19,3,1,2,312
10332,208,1,48.61,2,1,3,213
10333,49,3,13.05,3,3,2,332
10334,232,1,13.61,2,1,2,212
10335,76,2,9.62,3,3,1,331
10336,64,2,37.010000000000005,3,3,3,333
10337,74,1,31.38,3,1,3,313
10338,16,4,60.4,4,4,3,443
10339,106,2,475.47999999999996,3,3,4,334
10340,47,1,7.57,4,1,1,411
10341,8,1,44.92,4,1,3,413
10342,21,3,51.779999999999994,4,3,3,433
10343,98,2,67.64,3,3,4,334
10344,51,1,27.66,3,1,3,313
10345,27,4,310.14,4,4,4,444
10346,23,6,62.03,4,4,3,443
10347,113,2,57.22,3,3,3,333
10348,108,2,32.94,3,3,3,333
10349,202,1,29.63,2,1,3,213
10350,30,3,58.55,4,3,3,433
10351,44,1,2.73,4,1,1,411
10352,80,3,140.15,3,3,4,334
10353,22,4,80.67,4,4,4,444
10354,60,4,37.64,3,4,3,343
10355,208,1,14.0,2,1,2,212
10356,48,5,62.099999999999994,4,4,3,443
10357,17,3,28.45,4,3,3,433
10358,58,2,23.68,3,3,2,332
10359,48,5,106.51,4,4,4,444
10360,168,2,11.28,2,3,2,232
10361,59,4,42.36,3,4,3,343
10362,11,2,12.129999999999999,4,3,2,432
10363,198,1,9.55,2,1,1,211
10364,3,1,7.15,4,1,1,411
10365,4,1,30.0,4,1,3,413
10366,35,1,3.69,4,1,1,411
10367,63,3,74.44,3,3,4,334
10368,12,3,18.51,4,3,2,432
10369,13,2,102.23,4,3,4,434
10370,200,1,1.56,2,1,1,211
10371,73,1,40.29,3,1,3,313
10372,214,1,7.7,2,1,1,211
10373,95,2,41.66,3,3,3,333
10374,103,1,5.73,3,1,1,311
10375,4,1,18.959999999999997,4,1,2,412
10376,5,1,4.23,4,1,1,411
10377,1,1,30.41,4,1,3,413
10378,25,1,177.95000000000002,4,1,4,414
10379,24,1,2.11,4,1,1,411
10380,5,1,5.87,4,1,1,411
10381,8,1,50.79,4,1,3,413
10382,9,1,26.07,4,1,3,413
10383,8,1,14.719999999999999,4,1,2,412
10384,5,2,30.77,4,3,3,433
10385,15,1,6.48,4,1,1,411
10386,5,1,36.0,4,1,3,413
10387,10,1,27.46,4,1,3,413
10388,12,1,20.26,4,1,2,412
10389,13,1,8.79,4,1,1,411
10390,11,1,15.99,4,1,2,412
10391,10,1,12.15,4,1,2,412
10392,10,1,25.34,4,1,3,413
10393,10,1,9.54,4,1,1,411
10394,15,1,3.06,4,1,1,411
10395,19,1,75.03,4,1,4,414
10396,12,1,157.6,4,1,4,414
10397,16,1,4.23,4,1,1,411
10398,21,1,11.94,4,1,2,412
10399,21,1,4.26,4,1,1,411
10400,22,1,43.96,4,1,3,413
10401,22,1,8.52,4,1,1,411
10402,22,1,11.65,4,1,2,412
10403,14,2,43.79,4,3,3,433
10404,22,1,43.58,4,1,3,413
10405,9,2,22.4,4,3,2,432
10406,23,1,187.35000000000002,4,1,4,414
10407,24,1,5.87,4,1,1,411
10408,24,1,23.61,4,1,2,412
10409,25,1,14.53,4,1,2,412
10410,18,1,94.75,4,1,4,414
10411,19,1,19.849999999999998,4,1,2,412
10412,25,1,11.54,4,1,2,412
10413,25,1,2.04,4,1,1,411
10414,25,1,5.73,4,1,1,411
10415,25,1,6.54,4,1,1,411
10416,17,1,30.12,4,1,3,413
10417,26,1,29.03,4,1,3,413
10418,26,1,88.55,4,1,4,414
10419,3,2,21.41,4,3,2,432
10420,26,1,9.0,4,1,1,411
10421,27,1,6.69,4,1,1,411
10422,17,1,13.44,4,1,2,412
10423,27,1,19.93,4,1,2,412
10424,10,3,60.57,4,3,3,433
10425,29,1,7.84,4,1,1,411
10426,30,1,24.29,4,1,3,413
10427,29,1,5.97,4,1,1,411
10428,31,1,21.509999999999998,4,1,2,412
10429,31,1,36.25,4,1,3,413
10430,32,1,36.21,4,1,3,413
10431,32,1,78.14,4,1,4,414
10432,32,1,24.19,4,1,3,413
10433,32,1,54.21,4,1,3,413
10434,3,2,52.91,4,3,3,433
10435,117,3,19.14,3,3,2,332
10436,96,3,38.089999999999996,3,3,3,333
10437,15,5,189.06,4,4,4,444
10438,27,4,94.73,4,4,4,444
10439,109,4,131.93,3,4,4,344
10440,92,1,6.35,3,1,1,311
10441,170,2,80.94,2,3,4,234
10442,220,1,3.38,2,1,1,211
10443,30,5,178.64999999999998,4,4,4,444
10444,220,1,7.43,2,1,1,211
10445,20,6,114.78999999999999,4,4,4,444
10446,31,5,32.76,4,4,3,443
10447,191,1,7.15,2,1,1,211
10448,220,1,36.129999999999995,2,1,3,213
10449,218,2,27.61,2,3,3,233
10450,36,1,5.32,4,1,1,411
10451,17,10,296.21,4,4,4,444
10452,11,6,83.88,4,4,4,444
10453,220,1,149.87,2,1,4,214
10454,3,12,71.51,4,4,4,444
10455,220,1,11.0,2,1,2,212
10456,94,4,76.51,3,4,4,344
10457,205,2,14.379999999999999,2,3,2,232
10458,74,3,302.03999999999996,3,3,4,334
10459,162,4,54.75,2,4,3,243
10460,195,2,150.59,2,3,4,234
10461,220,1,54.47,2,1,3,213
10462,220,1,9.06,2,1,1,211
10463,14,6,81.89,4,4,4,444
10464,220,1,23.75,2,1,2,212
10465,3,5,74.56,4,4,4,444
10466,209,3,66.31,2,3,4,234
10467,175,2,10.44,2,3,2,232
10468,13,10,149.67,4,4,4,444
10469,220,1,4.3,2,1,1,211
10470,2,14,116.38000000000001,4,4,4,444
10471,110,3,65.38,3,3,4,334
10472,37,4,76.59,4,4,4,444
10473,60,1,7.85,3,1,1,311
10474,32,2,57.400000000000006,4,3,3,433
10475,65,4,18.81,3,4,2,342
10476,195,1,2.44,2,1,1,211
10477,155,1,10.88,2,1,2,212
10478,37,4,296.73,4,4,4,444
10479,13,2,9.05,4,3,1,431
10480,214,2,15.47,2,3,2,232
10481,219,1,9.780000000000001,2,1,1,211
10482,37,2,16.35,4,3,2,432
10483,219,1,14.25,2,1,2,212
10484,219,1,81.46000000000001,2,1,4,214
10485,27,2,67.46,4,3,4,434
10486,219,1,12.23,2,1,2,212
10487,9,3,38.29,4,3,3,433
10488,17,6,147.16,4,4,4,444
10489,9,4,112.33,4,4,4,444
10490,219,1,6.13,2,1,1,211
10491,156,2,6.46,2,3,1,231
10492,219,1,24.38,2,1,3,213
10493,24,18,457.03000000000003,4,4,4,444
10494,19,5,700.1,4,4,4,444
10495,173,1,20.13,2,1,2,212
10496,13,2,11.219999999999999,4,3,2,432
10497,40,3,55.239999999999995,4,3,3,433
10498,140,2,13.239999999999998,3,3,2,332
10499,27,7,305.06,4,4,4,444
10500,11,7,55.14,4,4,3,443
10501,25,5,123.23,4,4,4,444
10502,2,26,464.14,4,4,4,444
10503,9,2,15.170000000000002,4,3,2,432
10504,11,8,319.44,4,4,4,444
10505,47,4,61.99,4,4,3,443
10506,9,7,220.26999999999998,4,4,4,444
10507,47,4,41.86,4,4,3,443
10508,79,2,37.43,3,3,3,333
10509,82,2,11.670000000000002,3,3,2,332
10510,4,8,175.51,4,4,4,444
10511,22,3,107.1,4,3,4,434
10512,219,1,2.71,2,1,1,211
10513,82,2,62.55,3,3,3,333
10514,111,2,23.53,3,3,2,332
10515,191,1,104.43,2,1,4,214
10516,218,1,12.55,2,1,2,212
10517,218,1,0.82,2,1,1,211
10518,219,1,21.08,2,1,2,212
10519,2,21,199.75,4,4,4,444
10520,24,5,36.12,4,4,3,443
10521,13,6,104.78999999999999,4,4,4,444
10522,36,8,225.08,4,4,4,444
10523,113,2,16.380000000000003,3,3,2,332
10524,191,2,16.15,2,3,2,232
10525,218,1,4.0,2,1,1,211
10526,218,1,8.12,2,1,1,211
10527,172,3,53.620000000000005,2,3,3,233
10528,218,1,5.73,2,1,1,211
10529,15,10,230.39,4,4,4,444
10530,106,2,18.67,3,3,2,332
10531,209,2,42.629999999999995,2,3,3,233
10532,218,1,25.29,2,1,3,213
10533,19,8,130.82999999999998,4,4,4,444
10534,75,2,37.68,3,3,3,333
10535,218,1,1.3,2,1,1,211
10536,218,1,6.75,2,1,1,211
10537,13,2,10.64,4,3,2,432
10538,149,2,21.23,3,3,2,332
10539,47,5,43.29,4,4,3,443
10540,18,8,73.98,4,4,4,444
10541,15,3,44.86,4,3,3,433
10542,219,1,74.61,2,1,4,214
10543,97,2,33.74,3,3,3,333
10544,9,2,66.35,4,3,4,434
10545,5,7,163.23,4,4,4,444
10546,107,1,4.43,3,1,1,311
10547,66,1,17.439999999999998,3,1,2,312
10548,81,5,157.51,3,4,4,344
10549,217,1,11.46,2,1,2,212
10550,217,1,8.79,2,1,1,211
10551,217,1,8.62,2,1,1,211
10552,217,1,3.56,2,1,1,211
10553,217,1,0.84,2,1,1,211
10554,189,1,16.66,2,1,2,212
10555,142,1,2.11,3,1,1,311
10556,3,6,185.92999999999998,4,4,4,444
10557,216,1,20.200000000000003,2,1,2,212
10558,216,1,20.1,2,1,2,212
10559,78,2,15.35,3,3,2,332
10560,3,3,18.34,4,3,2,432
10561,216,1,3.96,2,1,1,211
10562,216,1,7.77,2,1,1,211
10563,171,1,34.17,2,1,3,213
10564,2,3,25.91,4,3,3,433
10565,216,1,16.38,2,1,2,212
10566,24,6,57.43,4,4,3,443
10567,43,4,128.03,4,4,4,444
10568,40,21,498.15,4,4,4,444
10569,9,22,233.94,4,4,4,444
10570,27,3,41.38,4,3,3,433
10571,40,1,35.76,4,1,3,413
10572,12,21,477.38,4,4,4,444
10573,13,5,157.8,4,4,4,444
10574,48,3,38.47,4,3,3,433
10575,19,15,360.29,4,4,4,444
10576,163,5,38.54,2,4,3,243
10577,209,1,11.62,2,1,2,212
10578,22,9,161.7,4,4,4,444
10579,76,3,36.260000000000005,3,3,3,333
10580,38,2,22.04,4,3,2,432
10581,40,16,272.94,4,4,4,444
10582,15,7,633.1700000000001,4,4,4,444
10583,69,4,85.67999999999999,3,4,4,344
10584,86,2,118.54,3,3,4,334
10585,82,3,18.11,3,3,2,332
10586,180,3,57.07,2,3,3,233
10587,200,2,19.45,2,3,2,232
10588,97,2,55.84,3,3,3,333
10589,215,1,2.06,2,1,1,211
10590,215,1,4.9399999999999995,2,1,1,211
10591,152,2,3.54,2,3,1,231
10592,68,3,83.78,3,3,4,334
10593,215,1,6.35,2,1,1,211
10594,215,1,9.69,2,1,1,211
10595,93,5,37.58,3,4,3,343
10596,20,3,138.29,4,3,4,434
10597,215,1,81.49,2,1,4,214
10598,97,4,81.37,3,4,4,344
10599,193,2,18.4,2,3,2,232
10600,28,4,245.61,4,4,4,444
10601,119,4,36.55,3,4,3,343
10602,29,5,43.24,4,4,3,443
10603,79,2,21.82,3,3,2,332
10604,33,5,82.66,4,4,4,444
10605,133,2,16.299999999999997,3,3,2,332
10606,48,3,25.03,4,3,3,433
10607,214,1,37.45,2,1,3,213
10608,65,2,60.82,3,3,3,333
10609,28,2,51.6,4,3,3,433
10610,10,11,136.2,4,4,4,444
10611,59,4,181.10999999999999,3,4,4,344
10612,26,8,202.03,4,4,4,444
10613,39,5,117.07,4,4,4,444
10614,215,1,10.86,2,1,2,212
10615,44,5,58.02,4,4,3,443
10616,28,9,107.35000000000001,4,4,4,444
10617,213,1,20.71,2,1,2,212
10618,213,1,41.23,2,1,3,213
10619,58,3,27.58,3,3,3,333
10620,17,5,48.379999999999995,4,4,3,443
10621,213,1,40.29,2,1,3,213
10622,202,2,52.620000000000005,2,3,3,233
10623,62,3,15.530000000000001,3,3,2,332
10624,20,14,170.68,4,4,4,444
10625,139,1,2.37,3,1,1,311
10626,10,3,51.230000000000004,4,3,3,433
10627,107,3,58.690000000000005,3,3,3,333
10628,18,4,76.74,4,4,4,444
10629,170,2,16.03,2,3,2,232
10630,115,2,12.39,3,3,2,332
10631,24,9,179.27,4,4,4,444
10632,212,1,34.8,2,1,3,213
10633,5,19,757.42,4,4,4,444
10634,80,4,39.489999999999995,3,4,3,343
10635,114,2,93.37,3,3,4,334
10636,102,2,18.71,3,3,2,332
10637,124,2,19.369999999999997,3,3,2,332
10638,129,2,8.81,3,3,1,331
10639,26,3,27.98,4,3,3,433
10640,3,12,289.44,4,4,4,444
10641,15,2,31.63,4,3,3,433
10642,35,4,38.05,4,4,3,443
10643,112,1,3.41,3,1,1,311
10644,210,1,11.37,2,1,2,212
10645,41,2,18.43,4,3,2,432
10646,20,7,298.35,4,4,4,444
10647,42,1,3.75,4,1,1,411
10648,33,2,23.880000000000003,4,3,3,433
10649,115,3,18.42,3,3,2,332
10650,5,8,161.82999999999998,4,4,4,444
10651,13,7,144.35,4,4,4,444
10652,47,2,103.72,4,3,4,434
10653,209,1,18.0,2,1,2,212
10654,200,2,65.44,2,3,4,234
10655,4,7,140.48,4,4,4,444
10656,208,1,20.88,2,1,2,212
10657,208,1,21.3,2,1,2,212
10658,132,2,237.75,3,3,4,334
10659,185,3,73.76,2,3,4,234
10660,180,3,73.65,2,3,4,234
10661,4,5,106.88000000000001,4,4,4,444
10662,13,5,193.99,4,4,4,444
10663,199,2,52.269999999999996,2,3,3,233
10664,207,1,28.3,2,1,3,213
10665,207,1,15.120000000000001,2,1,2,212
10666,22,5,65.32000000000001,4,4,4,444
10667,206,1,5.93,2,1,1,211
10668,205,1,5.46,2,1,1,211
10669,16,6,48.29,4,4,3,443
10670,78,2,20.82,3,3,2,332
10671,205,1,6.81,2,1,1,211
10672,48,3,14.399999999999999,4,3,2,432
10673,2,4,66.18,4,4,4,444
10674,204,1,17.32,2,1,2,212
10675,204,1,6.75,2,1,1,211
10676,29,9,102.99000000000001,4,4,4,444
10677,204,1,10.98,2,1,2,212
10678,204,1,11.370000000000001,2,1,2,212
10679,203,1,15.06,2,1,2,212
10680,175,3,35.92,2,3,3,233
10681,5,3,9.98,4,3,1,431
10682,201,1,11.37,2,1,2,212
10683,172,2,29.400000000000002,2,3,3,233
10684,41,6,106.5,4,4,4,444
10685,200,1,8.25,2,1,1,211
10686,200,1,18.310000000000002,2,1,2,212
10687,38,6,83.08,4,4,4,444
10688,200,1,7.34,2,1,1,211
10689,107,1,3.41,3,1,1,311
10690,199,2,10.57,2,3,2,232
10691,50,7,157.44,3,4,4,344
10692,165,2,28.240000000000002,2,3,3,233
10693,6,5,156.63,4,4,4,444
10694,63,3,70.68,3,3,4,334
10695,27,3,58.0,4,3,3,433
10696,4,25,351.1,4,4,4,444
10697,94,4,111.22,3,4,4,344
10698,72,3,17.48,3,3,2,332
10699,28,4,41.08,4,4,3,443
10700,122,1,3.74,3,1,1,311
10701,83,5,85.34,3,4,4,344
10702,3,9,168.63,4,4,4,444
10703,43,5,353.72999999999996,4,4,4,444
10704,198,1,5.04,2,1,1,211
10705,138,1,22.169999999999998,3,1,2,312
10706,23,9,337.86,4,4,4,444
10707,11,15,212.85,4,4,4,444
10708,10,5,341.40999999999997,4,4,4,444
10709,19,2,109.31,4,3,4,434
10710,94,2,17.71,3,3,2,332
10711,44,1,39.03,4,1,3,413
10712,18,11,113.15,4,4,4,444
10713,57,2,17.36,3,3,2,332
10714,17,7,81.86,4,4,4,444
10715,197,1,10.780000000000001,2,1,2,212
10716,193,2,42.85,2,3,3,233
10717,111,4,20.92,3,4,2,342
10718,196,1,4.74,2,1,1,211
10719,26,2,7.17,4,3,1,431
10720,195,2,10.06,2,3,1,231
10721,130,2,31.82,3,3,3,333
10722,195,1,11.75,2,1,2,212
10723,195,1,0.68,2,1,1,211
10724,2,13,676.5500000000001,4,4,4,444
10725,195,1,5.25,2,1,1,211
10726,33,4,49.92999999999999,4,4,3,443
10727,195,1,12.67,2,1,2,212
10728,168,1,4.88,2,1,1,211
10729,77,4,21.64,3,4,2,342
10730,84,1,3.25,3,1,1,311
10731,193,1,28.04,2,1,3,213
10732,76,4,49.24,3,4,3,343
10733,47,5,58.52,4,4,3,443
10734,178,2,6.02,2,3,1,231
10735,192,1,22.59,2,1,2,212
10736,30,2,10.030000000000001,4,3,1,431
10737,192,1,4.06,2,1,1,211
10738,189,1,8.46,2,1,1,211
10739,192,2,8.6,2,3,1,231
10740,23,11,227.85,4,4,4,444
10741,108,2,14.73,3,3,2,332
10742,136,2,13.49,3,3,2,332
10743,40,8,196.72,4,4,4,444
10744,46,2,2.96,4,3,1,431
10745,20,4,83.64999999999999,4,4,4,444
10746,192,1,4.0,2,1,1,211
10747,136,1,10.629999999999999,3,1,2,312
10748,191,1,9.690000000000001,2,1,1,211
10749,10,7,132.02,4,4,4,444
10750,21,9,95.72,4,4,4,444
10751,14,4,88.24,4,4,4,444
10752,191,1,5.32,2,1,1,211
10753,24,3,20.85,4,3,2,432
10754,32,1,31.9,4,1,3,413
10755,106,2,19.48,3,3,2,332
10756,14,3,16.9,4,3,2,432
10757,179,1,5.38,2,1,1,211
10758,180,1,1.44,2,1,1,211
10759,129,2,12.889999999999999,3,3,2,332
10760,19,2,26.77,4,3,3,433
10761,95,3,24.32,3,3,3,333
10762,25,9,127.00999999999999,4,4,4,444
10763,10,6,114.62,4,4,4,444
10764,41,8,303.34,4,4,4,444
10765,181,1,1.19,2,1,1,211
10766,181,1,2.06,2,1,1,211
10767,177,3,22.71,2,3,2,232
10768,52,4,647.7,3,4,4,344
10769,82,3,57.489999999999995,3,3,3,333
10770,181,2,14.73,2,3,2,232
10771,144,5,156.06,3,4,4,344
10772,181,1,14.54,2,1,2,212
10773,183,1,33.66,2,1,3,213
10774,182,1,12.440000000000001,2,1,2,212
10775,4,7,137.45999999999998,4,4,4,444
10776,83,4,60.489999999999995,3,4,3,343
10777,185,1,8.8,2,1,1,211
10778,5,4,31.220000000000002,4,4,3,443
10779,49,2,28.24,3,3,3,333
10780,187,1,19.93,2,1,2,212
10781,21,2,182.99,4,3,4,434
10782,185,1,27.26,2,1,3,213
10783,171,2,15.95,2,3,2,232
10784,185,1,27.18,2,1,3,213
10785,27,6,66.43,4,4,4,444
10786,35,5,63.03,4,4,3,443
10787,73,6,134.45,3,4,4,344
10788,69,4,24.29,3,4,3,343
10789,10,2,134.69,4,3,4,434
10790,48,1,33.43,4,1,3,413
10791,26,3,54.209999999999994,4,3,3,433
10792,187,1,37.38,2,1,3,213
10793,199,1,63.54,2,1,4,214
10794,30,5,23.68,4,4,2,442
10795,188,1,5.18,2,1,1,211
10796,56,3,42.46,3,3,3,333
